Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
1p36.32-p35.3	1:2300001-29900000	KONDS	Kondoh syndrome	606242		100653373		linked to rs966321 and rs1441834	Kondoh syndrome	606242	AR	2	
1p36.32	1:2403974-2413827	PEX10, NALD, PBD6A, PBD6B	Peroxisome biogenesis factor 10	602859	PEX10	5192	ENSG00000157911,ENST00000447513;;;ENST00000447513		Peroxisome biogenesis disorder 6A (Zellweger)	614870	AR	3	Pex10
1p36.32	1:2403974-2413827	PEX10, NALD, PBD6A, PBD6B	Peroxisome biogenesis factor 10	602859	PEX10	5192	ENSG00000157911,ENST00000447513;;;ENST00000447513		Peroxisome biogenesis disorder 6B	614871	AR	3	Pex10
1p36.32	1:2508537-2526596	PANK4, CTRCT49	Pantothenate kinase 4	606162	PANK4	55229	ENSG00000157881,ENST00000378466;;;ENST00000378466	mutation identified in 1 CTRCT49 family	?Cataract 49	619593	AD	3	Pank4
1p36.32	1:3069203-3438621	PRDM16, MEL1, LVNC8, CMD1LL	PR domain-containing protein 16	605557	PRDM16	63976	ENSG00000142611,ENST00000270722;;;ENST00000270722		Cardiomyopathy, dilated, 1LL	615373	AD	3	Prdm16
1p36.32	1:3069203-3438621	PRDM16, MEL1, LVNC8, CMD1LL	PR domain-containing protein 16	605557	PRDM16	63976	ENSG00000142611,ENST00000270722;;;ENST00000270722		Left ventricular noncompaction 8	615373	AD	3	Prdm16
1p36.32	1:3652516-3736201	TP73, CILD47	p53-related protein	601990	TP73	7161	ENSG00000078900,ENST00000378295;;;ENST00000378295	imprinted	Ciliary dyskinesia, primary, 47, and lissencephaly	619466	AR	3	Trp73
1p36.32	1:3772749-3775956	SMIM1, VEL	Small integral membrane protein 1	615242	SMIM1	388588	ENSG00000235169,ENST00000642557;;;ENST00000642557		[Blood group, Vel system]	615264	AR	3	Smim1
1p36.32	1:3812086-3857211	CEP104, GLYBP, KIAA0562, JBTS25, MRT77	Centrosomal protein, 104kD	616690	CEP104	9731	ENSG00000116198,ENST00000378230;;;ENST00000378230		Intellectual developmental disorder, autosomal recessive 77	619988	AR	3	Cep104
1p36.32	1:3812086-3857211	CEP104, GLYBP, KIAA0562, JBTS25, MRT77	Centrosomal protein, 104kD	616690	CEP104	9731	ENSG00000116198,ENST00000378230;;;ENST00000378230		Joubert syndrome 25	616781	AR	3	Cep104
1p36.31-p36.13	1:5300001-20100000	DFNB96	Deafness, autosomal recessive 96	614414		100861440		between rs3817914 and rs477558	Deafness, autosomal recessive 96	614414	AR	2	
1p36.31	1:5862811-5992425	NPHP4, SLSN4	Nephrocystin 4	607215	NPHP4	261734	ENSG00000131697,ENST00000378156;;;ENST00000378156		Nephronophthisis 4	606966	AR	3	Nphp4
1p36.31	1:5862811-5992425	NPHP4, SLSN4	Nephrocystin 4	607215	NPHP4	261734	ENSG00000131697,ENST00000378156;;;ENST00000378156		Senior-Loken syndrome 4	606996	AR	3	Nphp4
1p36.31	1:6101787-6180321	CHD5, PMNDS	Chromodomain helicase DNA-binding protein 5	610771	CHD5	26038	ENSG00000116254,ENST00000262450;;;ENST00000262450		Parenti-Mignot neurodevelopmental syndrome	619873	AD	3	Chd5
1p36.31	1:6424776-6461370	ESPN, USH1M	Espin	606351	ESPN	83715	ENSG00000187017,ENST00000645284;;;ENST00000645284	mutation identified in 1 USH1M family	?Usher syndrome, type 1M	618632	AR	3	Espn
1p36.31	1:6424776-6461370	ESPN, USH1M	Espin	606351	ESPN	83715	ENSG00000187017,ENST00000645284;;;ENST00000645284	mutation identified in 1 USH1M family	Deafness, autosomal recessive 36	609006	AR	3	Espn
1p36.31	1:6424776-6461370	ESPN, USH1M	Espin	606351	ESPN	83715	ENSG00000187017,ENST00000645284;;;ENST00000645284	mutation identified in 1 USH1M family	Deafness, neurosensory, without vestibular involvement, autosomal dominant	609006	AR	3	Espn
1p36.31	1:6467122-6520092	PLEKHG5, KIAA0720, HMNR4, CMTRIC	Pleckstrin homology domain- and RhoGEF domain-containing protein G5	611101	PLEKHG5	57449	ENSG00000171680,ENST00000377728;;;ENST00000377728		Charcot-Marie-Tooth disease, recessive intermediate C	615376	AR	3	Plekhg5
1p36.31	1:6467122-6520092	PLEKHG5, KIAA0720, HMNR4, CMTRIC	Pleckstrin homology domain- and RhoGEF domain-containing protein G5	611101	PLEKHG5	57449	ENSG00000171680,ENST00000377728;;;ENST00000377728		Neuronopathy, distal hereditary motor, autosomal recessive 4	611067	AR	3	Plekhg5
1p36.31-p36.23	1:6785454-7769706	CAMTA1, KIAA0833, CECBA	Calmodulin-binding transcription activator 1	611501	CAMTA1	23261	ENSG00000171735,ENST00000303635;;;ENST00000303635		Cerebellar dysfunction with variable cognitive and behavioral abnormalities	614756	AD	3	Camta1
1p36.2-p36.1	1:7100001-27600000	GLC3B	Glaucoma 3, primary infantile, B	600975		2728			Glaucoma 3, primary infantile, B	600975	AR	2	
1p36.2	1:7100001-15900000	SCZD12	Schizophrenia 12	608543		619488		max lod at D1S1612	{Schizophrenia 12}	181500	AD	2	
1p36.23	1:7784291-7845177	PER3, FASPS3	Period circadian regulator 3	603427	PER3	8863	ENSG00000049246,ENST00000377532;;;ENST00000377532	mutation identified in 1 FASPS3 family	?Advanced sleep phase syndrome, familial, 3	616882	AD	3	Per3
1p36.23	1:7915871-7940839	TNFRSF9, ILA, CD137, IMD109	Tumor necrosis factor receptor superfamily, member 9 (interleukin-activated receptor; Ly63, mouse, homolog of)	602250	TNFRSF9	3604	ENSG00000049249,ENST00000377507;;;ENST00000377507		Immunodeficiency 109 with lymphoproliferation	620282	AR	3	Tnfrsf9
1p36.23	1:7961711-7985505	DJ1, PARK7	Oncogene DJ-1	602533	PARK7	11315	ENSG00000116288,ENST00000338639;;;ENST00000338639		Parkinson disease 7, autosomal recessive early-onset	606324	AR	3	Park7
1p36.23	1:8318114-8344165	SLC45A1, DNB5, IDDNPF	Solute carrier family 45, member 1	605763	SLC45A1	50651	ENSG00000162426,ENST00000471889;;;ENST00000471889		Intellectual developmental disorder with neuropsychiatric features	617532	AR	3	Slc45a1
1p36.23	1:8352404-8817640	RERE, NEDBEH	Arginine-glutamic acid dipeptide repeats	605226	RERE	473	ENSG00000142599,ENST00000400908;;;ENST00000400908		Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	616975	AD	3	Rere
1p36.22	1:9234774-9271337	H6PD, GDH, G6PDH, CORTRD1	Hexose-6-phosphate dehydrogenase	138090	H6PD	9563	ENSG00000049239,ENST00000377403;;;ENST00000377403	digenic triallelic mutations with HSD11B1	Cortisone reductase deficiency 1	604931	AR	3	H6pd
1p36.22	1:9627258-9729114	PIK3CD, APDS, IMD14A, IMD14B, ROCHIS	Phosphatidylinositol 3-kinase, catalytic, 110kD, delta	602839	PIK3CD	5293	ENSG00000171608,ENST00000377346;;;ENST00000377346	mutation identified in 1 ROCHIS family	?Roifman-Chitayat syndrome, digenic	613328	DR	3	Pik3cd
1p36.22	1:9627258-9729114	PIK3CD, APDS, IMD14A, IMD14B, ROCHIS	Phosphatidylinositol 3-kinase, catalytic, 110kD, delta	602839	PIK3CD	5293	ENSG00000171608,ENST00000377346;;;ENST00000377346	mutation identified in 1 ROCHIS family	Immunodeficiency 14A, autosomal dominant	615513	AD	3	Pik3cd
1p36.22	1:9627258-9729114	PIK3CD, APDS, IMD14A, IMD14B, ROCHIS	Phosphatidylinositol 3-kinase, catalytic, 110kD, delta	602839	PIK3CD	5293	ENSG00000171608,ENST00000377346;;;ENST00000377346	mutation identified in 1 ROCHIS family	Immunodeficiency 14B, autosomal recessive	619281	AR	3	Pik3cd
1p36.22	1:9942923-9996892	NMNAT1, NMNAT, PNAT1, LCA9, SHILCA	Nicotinamide nucleotide adenylyltransferase 1	608700	NMNAT1	64802	ENSG00000173614,ENST00000377205;;;ENST00000377205		Leber congenital amaurosis 9	608553	AR	3	Nmnat1
1p36.22	1:9942923-9996892	NMNAT1, NMNAT, PNAT1, LCA9, SHILCA	Nicotinamide nucleotide adenylyltransferase 1	608700	NMNAT1	64802	ENSG00000173614,ENST00000377205;;;ENST00000377205		Spondyloepiphyseal dysplasia, sensorineural hearing loss, intellectual developmental disorder, and Leber congenital amaurosis	619260	AR	3	Nmnat1
1p36.22	1:10210570-10381603	KIF1B, CMT2A, CMT2A1, NBLST1	Kinesin family member 1B	605995	KIF1B	23095	ENSG00000054523,ENST00000676179;;;ENST00000676179		{Neuroblastoma, susceptibility to, 1}	256700	AD, SMu	3	Kif1b
1p36.22	1:10210570-10381603	KIF1B, CMT2A, CMT2A1, NBLST1	Kinesin family member 1B	605995	KIF1B	23095	ENSG00000054523,ENST00000676179;;;ENST00000676179		Charcot-Marie-Tooth disease, type 2A1	118210	AD	3	Kif1b
1p36.22	1:10474950-10630758	PEX14, PBD13A	Peroxisome biogenesis factor 14	601791	PEX14	5195	ENSG00000142655,ENST00000356607;;;ENST00000356607		Peroxisome biogenesis disorder 13A (Zellweger)	614887	AR	3	Pex14
1p36.22	1:10946475-10982076	CIROZ, C1orf127, CIROZ, HTX14	Ciliated left-right organizer protein containing ZP-N domains	619700	CIROZ	148345	ENSG00000175262,ENST00000377004;;;ENST00000377004		Heterotaxy, visceral, 14, autosomal	621080	AR	3	Ciroz
1p36.22	1:11012654-11030528	TARDBP, TDP43, ALS10	TAR DNA-binding protein	605078	TARDBP	23435	ENSG00000120948,ENST00000240185;;;ENST00000240185	pseudogenes on 2, 6, 8, 13, 20	Amyotrophic lateral sclerosis 10, with or without FTD	612069	AD	3	Tardbp
1p36.22	1:11012654-11030528	TARDBP, TDP43, ALS10	TAR DNA-binding protein	605078	TARDBP	23435	ENSG00000120948,ENST00000240185;;;ENST00000240185	pseudogenes on 2, 6, 8, 13, 20	Frontotemporal lobar degeneration, TARDBP-related	612069	AD	3	Tardbp
1p36.22	1:11026523-11047239	MASP2	Mannan-binding lectin serine protease 2	605102	MASP2	10747	ENSG00000009724,ENST00000400897;;;ENST00000400897		MASP2 deficiency	613791	AR	3	Masp2
1p36.22	1:11106535-11262551	MTOR, FRAP1, SKS	Mechanistic target of rapamycin	601231	MTOR	2475	ENSG00000198793,ENST00000361445;;;ENST00000361445		Focal cortical dysplasia, type II, somatic	607341		3	Mtor
1p36.22	1:11106535-11262551	MTOR, FRAP1, SKS	Mechanistic target of rapamycin	601231	MTOR	2475	ENSG00000198793,ENST00000361445;;;ENST00000361445		Smith-Kingsmore syndrome	616638	AD	3	Mtor
1p36.22	1:11273198-11299574	UBIAD1, TERE1, SCCD	UbiA prenyltransferase domain-containing protein 1	611632	UBIAD1	29914	ENSG00000120942,ENST00000376810;;;ENST00000376810		Corneal dystrophy, Schnyder type	121800	AD	3	Ubiad1
1p36.22	1:11674480-11691830	MAD2L2, MAD2B, FANCV	Mitotic arrest-deficient 2 like 2	604094	MAD2L2	10459	ENSG00000116670,ENST00000376692;;;ENST00000376692	mutation identified in 1 FANCV patient; pseudogene on 14q21-q23	?Fanconi anemia, complementation group V	617243	AR	3	Mad2l2
1p36.22	1:11785723-11805964	MTHFR	Methylenetetrahydrofolate reductase	607093	MTHFR	4524	ENSG00000177000,ENST00000376590;;;ENST00000376590		{Neural tube defects, susceptibility to}	601634	AR	3	Mthfr
1p36.22	1:11785723-11805964	MTHFR	Methylenetetrahydrofolate reductase	607093	MTHFR	4524	ENSG00000177000,ENST00000376590;;;ENST00000376590		{Schizophrenia, susceptibility to}	181500	AD	3	Mthfr
1p36.22	1:11785723-11805964	MTHFR	Methylenetetrahydrofolate reductase	607093	MTHFR	4524	ENSG00000177000,ENST00000376590;;;ENST00000376590		{Thromboembolism, susceptibility to}	188050	AD	3	Mthfr
1p36.22	1:11785723-11805964	MTHFR	Methylenetetrahydrofolate reductase	607093	MTHFR	4524	ENSG00000177000,ENST00000376590;;;ENST00000376590		{Vascular disease, susceptibility to}			3	Mthfr
1p36.22	1:11785723-11805964	MTHFR	Methylenetetrahydrofolate reductase	607093	MTHFR	4524	ENSG00000177000,ENST00000376590;;;ENST00000376590		Homocystinuria due to MTHFR deficiency	236250	AR	3	Mthfr
1p36.22	1:11806191-11843130	CLCN6, CLCN6	Chloride channel 6	602726	CLCN6	1185	ENSG00000011021,ENST00000346436;;;ENST00000346436		Ceroid lipofuscinosis, neuronal, 15	619173	AD	3	Clcn6
1p36.22	1:11845709-11847783	NPPA, PND, ANP, ATFB6, ATRST2	Natriuretic peptide precursor A	108780	NPPA	4878	ENSG00000175206,ENST00000376480;;;ENST00000376480		Atrial fibrillation, familial, 6	612201	AD	3	Nppa
1p36.22	1:11845709-11847783	NPPA, PND, ANP, ATFB6, ATRST2	Natriuretic peptide precursor A	108780	NPPA	4878	ENSG00000175206,ENST00000376480;;;ENST00000376480		Atrial standstill 2	615745	AR	3	Nppa
1p36.22	1:11934717-11975537	PLOD1, LH1, LLH, EDSKCL1	Procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase)	153454	PLOD1	5351	ENSG00000083444,ENST00000196061;;;ENST00000196061		Ehlers-Danlos syndrome, kyphoscoliotic type, 1	225400	AR	3	Plod1
1p36.22	1:11980444-12013508	MFN2, KIAA0214, CMT2A2A, HMSN6A, CMT2A2B, MSL	Mitofusin 2	608507	MFN2	9927	ENSG00000116688,ENST00000235329;;;ENST00000235329		Charcot-Marie-Tooth disease, axonal, type 2A2A	609260	AD	3	Mfn2
1p36.22	1:11980444-12013508	MFN2, KIAA0214, CMT2A2A, HMSN6A, CMT2A2B, MSL	Mitofusin 2	608507	MFN2	9927	ENSG00000116688,ENST00000235329;;;ENST00000235329		Charcot-Marie-Tooth disease, axonal, type 2A2B	617087	AR	3	Mfn2
1p36.22	1:11980444-12013508	MFN2, KIAA0214, CMT2A2A, HMSN6A, CMT2A2B, MSL	Mitofusin 2	608507	MFN2	9927	ENSG00000116688,ENST00000235329;;;ENST00000235329		Hereditary motor and sensory neuropathy VIA	601152	AD	3	Mfn2
1p36.22	1:11980444-12013508	MFN2, KIAA0214, CMT2A2A, HMSN6A, CMT2A2B, MSL	Mitofusin 2	608507	MFN2	9927	ENSG00000116688,ENST00000235329;;;ENST00000235329		Lipomatosis, multiple symmetric, with or without peripheral neuropathy	151800	AR	3	Mfn2
1p36.22-p36.21	1:12230030-12512047	VPS13D, SCAR4	Vacuolar protein sorting 13 homolog D	608877	VPS13D	55187	ENSG00000048707,ENST00000620676;;;ENST00000620676		Spinocerebellar ataxia, autosomal recessive 4	607317	AR	3	Vps13d
1p36.21	1:12500001-15900000	GBD2	Gallbladder disease 2	609918		100048905		between D1S1597 and D1S47	Gallbladder disease 2	609918		2	
1p36.21	1:15438443-15449242	CTRC, CLCR	Chymotrypsin	601405	CTRC	11330	ENSG00000162438,ENST00000375949;;;ENST00000375949		{Pancreatitis, chronic, susceptibility to}	167800	AD	3	Ctrc
1p36.21	1:15456732-15472091	CELA2A, ELA2A, AOMS4	Chymotrypsin-like elastase family, member 2A	609443	CELA2A	63036	ENSG00000142615,ENST00000359621;;;ENST00000359621		Abdominal obesity-metabolic syndrome 4	618620	AD	3	Cela2a
1p36.21-p36.13	1:15847707-15940456	SPEN, MINT, SHARP, HIAA0929, RATARS	Spen family transcriptional repressor	613484	SPEN	23013	ENSG00000065526,ENST00000375759;;;ENST00000375759		Radio-Tartaglia syndrome	619312	AD	3	Spen
1p36.13-p34.3	1:15900001-39600000	ANIB3	Aneurysm, intracranial berry, 3	609122		497657			Aneurysm, intracranial berry, 3	609122	AD	2	
1p36.13-p34.3	1:15900001-39600000	EA8	Episodic ataxia, type 8	616055		104326187		between rs2743201 and rs215791	Episodic ataxia, type 8	616055	AD	2	
1p36.13	1:16022036-16034050	CLCNKA	Chloride channel, kidney, A	602024	CLCNKA	1187	ENSG00000186510,ENST00000331433;;;ENST00000331433	11kb from CLCNKB; simultaneous mutation in CLCNKA and CLCNKB	Bartter syndrome, type 4b, digenic	613090	DR	3	Clcnka,Clcnkb
1p36.13	1:16043782-16057326	CLCNKB	Chloride channel, kidney, B	602023	CLCNKB	1188	ENSG00000184908,ENST00000375679;;;ENST00000375679	unequal crossingover with CLCNKA	Bartter syndrome, type 3	607364	AR	3	Clcnka,Clcnkb
1p36.13	1:16043782-16057326	CLCNKB	Chloride channel, kidney, B	602023	CLCNKB	1188	ENSG00000184908,ENST00000375679;;;ENST00000375679	unequal crossingover with CLCNKA	Bartter syndrome, type 4b, digenic	613090	DR	3	Clcnka,Clcnkb
1p36.13	1:16124337-16156069	EPHA2, ECK, CTPP1, CTPA, ARCC2, CTRCT6	Ephrin receptor EphA2	176946	EPHA2	1969	ENSG00000142627,ENST00000358432;;;ENST00000358432		Cataract 6, multiple types	116600	AD	3	Epha2
1p36.13	1:16985958-17011928	ATP13A2, PARK9, KRPPD, SPG78	ATPase 13A2	610513	ATP13A2	23400	ENSG00000159363,ENST00000326735;;;ENST00000326735	mutation identified in 1 family with CLN12	Kufor-Rakeb syndrome	606693	AR	3	Atp13a2
1p36.13	1:16985958-17011928	ATP13A2, PARK9, KRPPD, SPG78	ATPase 13A2	610513	ATP13A2	23400	ENSG00000159363,ENST00000326735;;;ENST00000326735	mutation identified in 1 family with CLN12	Spastic paraplegia 78, autosomal recessive	617225	AR	3	Atp13a2
1p36.13	1:17018722-17054032	SDHB, SDH2, SDHIP, PPGL4, MC2DN4	Succinate dehydrogenase complex, iron-sulfur subunit B	185470	SDHB	6390	ENSG00000117118,ENST00000375499;;;ENST00000375499	1 of 2 polypeptides	Gastrointestinal stromal tumor	606764	AD, IC	3	Sdhb
1p36.13	1:17018722-17054032	SDHB, SDH2, SDHIP, PPGL4, MC2DN4	Succinate dehydrogenase complex, iron-sulfur subunit B	185470	SDHB	6390	ENSG00000117118,ENST00000375499;;;ENST00000375499	1 of 2 polypeptides	Mitochondrial complex II deficiency, nuclear type 4	619224	AR	3	Sdhb
1p36.13	1:17018722-17054032	SDHB, SDH2, SDHIP, PPGL4, MC2DN4	Succinate dehydrogenase complex, iron-sulfur subunit B	185470	SDHB	6390	ENSG00000117118,ENST00000375499;;;ENST00000375499	1 of 2 polypeptides	Paraganglioma and gastric stromal sarcoma	606864		3	Sdhb
1p36.13	1:17018722-17054032	SDHB, SDH2, SDHIP, PPGL4, MC2DN4	Succinate dehydrogenase complex, iron-sulfur subunit B	185470	SDHB	6390	ENSG00000117118,ENST00000375499;;;ENST00000375499	1 of 2 polypeptides	Pheochromocytoma/paraganglioma syndrome 4	115310	AD	3	Sdhb
1p36.13	1:17249098-17284233	PADI3, UHS1	Peptidylarginine deiminase, type III	606755	PADI3	51702	ENSG00000142619,ENST00000375460;;;ENST00000375460		Uncombable hair syndrome	191480	AR	3	Padi3
1p36.13	1:17372196-17401699	PADI6, OZEMA16	Peptidylarginine deiminase, type VI	610363	PADI6	353238	ENSG00000276747,ENST00000619609;;;ENST00000619609		Oocyte/zygote/embryo maturation arrest 16	617234	AR	3	Padi6
1p36.13	1:18630846-18748866	PAX7, RMS2, CMYO19	Paired box gene 7	167410	PAX7	5081	ENSG00000009709,ENST00000420770;;;ENST00000420770	fused with FKHR in rhabdomyosarcoma	Congenital myopathy 19	618578	AR	3	Pax7
1p36.13	1:18630846-18748866	PAX7, RMS2, CMYO19	Paired box gene 7	167410	PAX7	5081	ENSG00000009709,ENST00000420770;;;ENST00000420770	fused with FKHR in rhabdomyosarcoma	Rhabdomyosarcoma 2, alveolar	268220	SMu	3	Pax7
1p36.13	1:18871430-18902555	ALDH4A1, ALDH4, P5CDH	Aldehyde dehydrogenase 4 family, member A1 (delta-1-pyrroline 5-carboxylate dehydrogenase)	606811	ALDH4A1	8659	ENSG00000159423,ENST00000375341;;;ENST00000375341		Hyperprolinemia, type II	239510	AR	3	Aldh4a1
1p36.13	1:19215660-19251524	EMC1, KIAA0090, CAVIPMR	Endoplasmic reticulum membrane protein complex, subunit 1	616846	EMC1	23065	ENSG00000127463,ENST00000477853;;;ENST00000477853		Cerebellar atrophy, visual impairment, and psychomotor retardation	616875	AR	3	Emc1
