Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y, Autosomal)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
1p32.1	1:58654743-58700062	MYSM1, 2ADUB, KIAA1915, BMFS4	MYB-like, SWIRM, and MPN domains-containing protein 1	612176	MYSM1	114803	ENSG00000162601,ENST00000472487;;;ENST00000472487		Bone marrow failure syndrome 4	618116	AR	3	Mysm1
1p31	1:60800001-84400000	AIR	Acute insulin response	601676		7808			Acute insulin response	601676		2	
1p31	1:60800001-84400000	ASRT4	Asthma-related traits, susceptibility to, 4	610906		100188823		max lod at D1S2890	{Asthma-related traits, susceptibility to, 4}	610906		2	
1p31-p21	1:60800001-106700000	AVSD1, AVCD	Atrioventricular septal defect, susceptibility to, 1	606215		7446			{Atrioventricular septal defect, susceptibility to, 1}	606215		2	
1p31	1:60800001-84400000	OFC14	Orofacial cleft 14	615892		103581096			Orofacial cleft 14	615892	AR	2	
1p31.3	1:60800001-68500000	OPHLC, C1DUPp31.3, DUP1p31.3	Omphalocele due to duplication of 1p31.3	164750				duplication of 710kb at 1p31.3	Omphalocele due to duplication of 1p31.3	164750	IC	4	
1p31	1:60800001-84400000	PAOD1	Peripheral arterial occlusive disease 1	606787		171513			Peripheral arterial occlusive disease 1	606787		2	
1p31.3-p31.1	1:60800001-84400000	POROK5, DSAP3	Porokeratosis 5, disseminated superficial actinic	612293		100190982		between D1S438 and D1S464	Porokeratosis 5, disseminated superficial actinic	612293		2	
1p31.3	1:61077227-61462788	NFIA, BRMUTD	Nuclear factor I/A	600727	NFIA	4774	ENSG00000162599,ENST00000403491;;;ENST00000403491		Brain malformations with or without urinary tract defects	613735	AD	3	Nfia
1p31.3	1:62454726-62688386	DOCK7, KIAA1771, DEE23	Dedicator of cytokinesis 7	615730	DOCK7	85440	ENSG00000116641,ENST00000635253;;;ENST00000635253		Developmental and epileptic encephalopathy 23	615859	AR	3	Dock7
1p31.3	1:62597520-62606313	ANGPTL3, ANGPT5, FHBL2	Angiopoietin-like 3	604774	ANGPTL3	27329	ENSG00000132855,ENST00000371129;;;ENST00000371129		Hypobetalipoproteinemia, familial, 2	605019	AR	3	Angptl3
1p31.3	1:63322567-63325128	FOXD3, AIS1, VAMAS2	Forkhead box D3	611539	FOXD3	27022	ENSG00000187140,ENST00000371116;;;ENST00000371116		{Autoimmune disease, susceptibility to, 1}	607836	AD	3	Foxd3
1p31.3	1:63367627-63438553	ALG6, CDG1C	ALG6 alpha-1,3-glucosyltransferase	604566	ALG6	29929	ENSG00000088035,ENST00000263440;;;ENST00000263440		Congenital disorder of glycosylation, type Ic	603147	AR	3	Alg6
1p31.3	1:63593411-63660245	PGM1, GSD14, CDG1T	Phosphoglucomutase-1	171900	PGM1	5236	ENSG00000079739,ENST00000371084;;;ENST00000371084	distal to ACADM; formerly 1p22.1	Congenital disorder of glycosylation, type It	614921	AR	3	Pgm1
1p31.3	1:63774017-64181498	ROR1, NTRKR1	Receptor tyrosine kinase-like orphan receptor 1	602336	ROR1	4919	ENSG00000185483,ENST00000371079;;;ENST00000371079	mutation identified in 1 DFNB108 family	?Deafness, autosomal recessive 108	617654	AR	3	Ror1
1p31.3	1:64833229-65067746	JAK1, AIIDE	Janus kinase 1 (a protein-tyrosine kinase)	147795	JAK1	3716	ENSG00000162434,ENST00000342505;;;ENST00000342505	related gene on 9p24	Autoinflammation, immune dysregulation, and eosinophilia	618999	AD	3	Jak1
1p31.3	1:65264749-65415871	DNAJC6, DJC6, KIAA0473, PARK19	DNAJ heat shock protein family (Hsp40) member C6	608375	DNAJC6	9829	ENSG00000116675,ENST00000371069;;;ENST00000371069		Parkinson disease 19a, juvenile-onset	615528	AR	3	Dnajc6
1p31.3	1:65264749-65415871	DNAJC6, DJC6, KIAA0473, PARK19	DNAJ heat shock protein family (Hsp40) member C6	608375	DNAJC6	9829	ENSG00000116675,ENST00000371069;;;ENST00000371069		Parkinson disease 19b, early-onset	615528	AR	3	Dnajc6
1p31.3	1:65420652-65641559	LEPR, OBR, LEPRD	Leptin receptor	601007	LEPR	3953	ENSG00000116678,ENST00000349533;;;ENST00000349533		Obesity, morbid, due to leptin receptor deficiency	614963	AR	3	Lepr
1p31.3	1:66972976-67054148	SLC35D1, UGTREL7, KIAA0260, SHNKND	Solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	610804	SLC35D1	23169	ENSG00000116704,ENST00000235345;;;ENST00000235345		Schneckenbecken dysplasia	269250	AR	3	Slc35d1
1p31.3	1:67138637-67265903	IL23R, IBD17	Interleukin 23 receptor	607562	IL23R	149233	ENSG00000162594,ENST00000347310;;;ENST00000347310		{Inflammatory bowel disease 17, protection against}	612261		3	Il23r
1p31.3	1:67138637-67265903	IL23R, IBD17	Interleukin 23 receptor	607562	IL23R	149233	ENSG00000162594,ENST00000347310;;;ENST00000347310		{Psoriasis, protection against}	605606		3	Il23r
1p31.3	1:68098459-68232546	WLS, GPR177, EVI, ZKS	WNT ligand secretion mediator	611514	WLS	79971	ENSG00000116729,ENST00000262348;;;ENST00000262348		Zaki syndrome	619648	AR	3	Wls
1p31.3	1:68428822-68449954	RPE65, RP20, LCA2	RPE65 retinoid isomerohydrolase	180069	RPE65	6121	ENSG00000116745,ENST00000262340;;;ENST00000262340		Leber congenital amaurosis 2	204100	AR	3	Rpe65
1p31.3	1:68428822-68449954	RPE65, RP20, LCA2	RPE65 retinoid isomerohydrolase	180069	RPE65	6121	ENSG00000116745,ENST00000262340;;;ENST00000262340		Retinitis pigmentosa 20	613794	AR	3	Rpe65
1p31.3	1:68428822-68449954	RPE65, RP20, LCA2	RPE65 retinoid isomerohydrolase	180069	RPE65	6121	ENSG00000116745,ENST00000262340;;;ENST00000262340		Retinitis pigmentosa 87 with choroidal involvement	618697	AD	3	Rpe65
1p31.2	1:68500001-69300000	PBC3	Biliary cirrhosis, primary, 3	613008		100303717		associated with rs3790567	{Biliary cirrhosis, primary, 3}	613008		2	
1p31.1-p21.1	1:69300001-106700000	SPG29	Spastic paraplegia 29, autosomal dominant	609727		619379		max lod at D1S2865	Spastic paraplegia 29, autosomal dominant	609727	AD	2	
1p31.1	1:70411268-70439851	CTH	Cystathionine gamma-lyase	607657	CTH	1491	ENSG00000116761,ENST00000370938;;;ENST00000370938	previously assigned to chr.16	Cystathioninuria	219500	AR	3	Cth
1p31.1	1:74235387-74544428	TNNI3K, CCDD	TNNI3-interacting kinase	613932	TNNI3K	51086	ENSG00000116783,ENST00000326637;;;ENST00000326637		Cardiac conduction disease with or without dilated cardiomyopathy	616117	AD	3	Tnni3k
1p31.1	1:75724709-75763679	ACADM, MCAD	Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	607008	ACADM	34	ENSG00000117054,ENST00000370841;;;ENST00000370841		Acyl-CoA dehydrogenase, medium chain, deficiency of	201450	AR	3	Acadm
1p31.1	1:75796882-75913242	MSH4, POF20, SPGF2	mutS homolog 4	602105	MSH4	4438	ENSG00000057468,ENST00000263187;;;ENST00000263187		Premature ovarian failure 20	619938	AR	3	Msh4
1p31.1	1:75796882-75913242	MSH4, POF20, SPGF2	mutS homolog 4	602105	MSH4	4438	ENSG00000057468,ENST00000263187;;;ENST00000263187		Spermatogenic failure 2	108420	AR	3	Msh4
1p31.1	1:77088989-77219430	PIGK, GPI8, NEDHCAS	Phosphatidylinositol glycan, class K	605087	PIGK	10026	ENSG00000142892,ENST00000370812;;;ENST00000370812		Neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures	618879	AR	3	Pigk
1p31.1	1:77888624-77943895	NEXN, NELIN, CMD1CC, CMH20, CDM2M	Nexilin F-actin binding protein	613121	NEXN	91624	ENSG00000162614,ENST00000334785;;;ENST00000334785		Cardiomyopathy, dilated, 1CC	613122	AD	3	Nexn
1p31.1	1:77888624-77943895	NEXN, NELIN, CMD1CC, CMH20, CDM2M	Nexilin F-actin binding protein	613121	NEXN	91624	ENSG00000162614,ENST00000334785;;;ENST00000334785		Cardiomyopathy, dilated, 2M, autosomal recessive	621261	AR	3	Nexn
1p31.1	1:77888624-77943895	NEXN, NELIN, CMD1CC, CMH20, CDM2M	Nexilin F-actin binding protein	613121	NEXN	91624	ENSG00000162614,ENST00000334785;;;ENST00000334785		Cardiomyopathy, hypertrophic, 20	613876	AD	3	Nexn
1p31.1	1:77979175-78017964	DNAJB4, HLJ1, CMYO21	DNAJ/HSP40 homolog, subfamily B, member 4	611327	DNAJB4	11080	ENSG00000162616,ENST00000370763;;;ENST00000370763		Congenital myopathy 21 with early respiratory failure	620326	AR	3	Dnajb4
1p31.1	1:84078079-84238498	PRKACB, CAFD2	Protein kinase, cAMP-dependent, catalytic, beta	176892	PRKACB	5567	ENSG00000142875,ENST00000370685;;;ENST00000370685		Cardioacrofacial dysplasia 2	619143	AD, SMo	3	Prkacb
1p22	1:84400001-94300000	CMM4	Melanoma, cutaneous malignant, 4	608035		474388		between D1S430 and D1S2664	{Melanoma, cutaneous malignant, 4}	608035	AD	2	
1p22	1:84400001-94300000	KAZA2	Kala-azar, susceptibility to, 2	611381		101241898			{Kala-azar, susceptibility to, 2}	611381		2	
1p22	1:84400001-94300000	UOX	Urate oxidase, pseudogene	191540	UOX	391051		nonsense mutations responsible for absence of enzyme in man and hominoid primates	[Urate oxidase deficiency]			1	
1p22.3	1:85265776-85276632	BCL10, IMD37	BCL10 immune signaling adaptor	603517	BCL10	8915	ENSG00000142867,ENST00000648566;;;ENST00000648566	mutation identified in 1 IMD37 patient	?Immunodeficiency 37	616098	AR	3	Bcl10
1p22.3	1:85265776-85276632	BCL10, IMD37	BCL10 immune signaling adaptor	603517	BCL10	8915	ENSG00000142867,ENST00000648566;;;ENST00000648566	mutation identified in 1 IMD37 patient	{Lymphoma, follicular, somatic}	605027		3	Bcl10
1p22.3	1:85265776-85276632	BCL10, IMD37	BCL10 immune signaling adaptor	603517	BCL10	8915	ENSG00000142867,ENST00000648566;;;ENST00000648566	mutation identified in 1 IMD37 patient	{Male germ cell tumor, somatic}	273300		3	Bcl10
1p22.3	1:85265776-85276632	BCL10, IMD37	BCL10 immune signaling adaptor	603517	BCL10	8915	ENSG00000142867,ENST00000648566;;;ENST00000648566	mutation identified in 1 IMD37 patient	{Mesothelioma, somatic}	156240		3	Bcl10
1p22.3	1:85265776-85276632	BCL10, IMD37	BCL10 immune signaling adaptor	603517	BCL10	8915	ENSG00000142867,ENST00000648566;;;ENST00000648566	mutation identified in 1 IMD37 patient	{Sezary syndrome, somatic}			3	Bcl10
1p22.3	1:85265776-85276632	BCL10, IMD37	BCL10 immune signaling adaptor	603517	BCL10	8915	ENSG00000142867,ENST00000648566;;;ENST00000648566	mutation identified in 1 IMD37 patient	Lymphoma, MALT, somatic	137245		3	Bcl10
1p22.3	1:86914635-87109982	HS2ST1, NFSRA	Heparan sulfate 2-O-sulfotransferase 1	604844	HS2ST1	9653	ENSG00000153936,ENST00000370550;;;ENST00000370550		Neurofacioskeletal syndrome with or without renal agenesis	619194	AR	3	Hs2st1
1p22.2	1:89615824-89719533	LRRC8C, FAD158, AD158, TIMES	Leucine-rich repeat-containing protein 8C	612889	LRRC8C	84230	ENSG00000171488,ENST00000370454;;;ENST00000370454		TIMES syndrome	621056	AD	3	Lrrc8c
1p22.2	1:90915304-91022035	ZNF644, MYP21	Zinc finger protein 644	614159	ZNF644	84146	ENSG00000122482,ENST00000337393;;;ENST00000337393		Myopia 21, autosomal dominant	614167	AD	3	Zfp644
1p22.2	1:91260766-91408007	HFM1, MER3, POF9	Helicase for meiosis 1	615684	HFM1	164045	ENSG00000162669,ENST00000370425;;;ENST00000370425		Premature ovarian failure 9	615724	AR	3	Hfm1
1p22.1	1:91949371-92014428	BRDT, SPGF21	Bromodomain, testis-specific	602144	BRDT	676	ENSG00000137948,ENST00000399546;;;ENST00000399546	mutation identified in 1 SPGF21 patient	?Spermatogenic failure 21	617644	AR	3	Brdt
1p22.1	1:92246402-92370844	GLMN, GVM, VMGLOM	Glomulin	601749	GLMN	11146	ENSG00000174842,ENST00000370360;;;ENST00000370360		Glomuvenous malformations	138000	AD	3	Glmn
1p22.1	1:92473043-92486925	GFI1, ZNF163, SCN2	Growth factor independent 1	600871	GFI1	2672	ENSG00000162676,ENST00000294702;;;ENST00000294702	mutation identified in 1 NICINA patient	?Neutropenia, nonimmune chronic idiopathic, of adults	607847	AD	3	Gfi1
1p22.1	1:92473043-92486925	GFI1, ZNF163, SCN2	Growth factor independent 1	600871	GFI1	2672	ENSG00000162676,ENST00000294702;;;ENST00000294702	mutation identified in 1 NICINA patient	Neutropenia, severe congenital 2, autosomal dominant	613107	AD	3	Gfi1
1p22.1	1:92831986-92841924	RPL5, DBA6	Ribosomal protein L5	603634	RPL5	6125	ENSG00000122406,ENST00000370321;;;ENST00000370321		Diamond-Blackfan anemia 6	612561	AD	3	Rpl5
1p22.1	1:93885199-93909430	GCLM, GLCLR	Glutamate-cysteine ligase, modifier subunit	601176	GCLM	2730	ENSG00000023909,ENST00000370238;;;ENST00000370238		{Myocardial infarction, susceptibility to}	608446		3	Gclm
1p22.1	1:93992834-94121148	ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2	ATP-binding transporter, retina-specific	601691	ABCA4	24	ENSG00000198691,ENST00000370225;;;ENST00000370225		{Macular degeneration, age-related, 2}	153800	AD	3	Abca4
1p22.1	1:93992834-94121148	ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2	ATP-binding transporter, retina-specific	601691	ABCA4	24	ENSG00000198691,ENST00000370225;;;ENST00000370225		Cone-rod dystrophy 3	604116	AR	3	Abca4
1p22.1	1:93992834-94121148	ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2	ATP-binding transporter, retina-specific	601691	ABCA4	24	ENSG00000198691,ENST00000370225;;;ENST00000370225		Fundus flavimaculatus	248200	AR	3	Abca4
1p22.1	1:93992834-94121148	ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2	ATP-binding transporter, retina-specific	601691	ABCA4	24	ENSG00000198691,ENST00000370225;;;ENST00000370225		Retinal dystrophy, early-onset severe	248200	AR	3	Abca4
1p22.1	1:93992834-94121148	ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2	ATP-binding transporter, retina-specific	601691	ABCA4	24	ENSG00000198691,ENST00000370225;;;ENST00000370225		Retinitis pigmentosa 19	601718	AR	3	Abca4
1p22.1	1:93992834-94121148	ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2	ATP-binding transporter, retina-specific	601691	ABCA4	24	ENSG00000198691,ENST00000370225;;;ENST00000370225		Stargardt disease 1	248200	AR	3	Abca4
1p21	1:94300001-106700000	STQTL7	Stature quantitative trait locus 7	609822		100037265		max lod at D1S1631	{Stature QTL 7}	609822		2	
1p21-p13.3	1:94300001-111200000	WS2B	Waardenburg syndrome, type 2B	600193		7488			Waardenburg syndrome, type 2B	600193	AD	2	
1p21.3	1:94385131-94518663	ABCD3, PXMP1, PMP70, CBAS5	ATP-binding cassette, subfamily D, member 3 (peroxisomal membrane protein 1, 70kD)	170995	ABCD3	5825	ENSG00000117528,ENST00000370214;;;ENST00000370214	mutation identified in 1 CBAS5 family	?Bile acid synthesis defect, congenital, 5	616278	AR	3	Abcd3
1p21.3	1:94974405-95072951	ALG14, CMS15, IDDEBF, MEPCA	ALG14 UDP-N-acetylglucosaminyltransferase subunit	612866	ALG14	199857	ENSG00000172339,ENST00000370205;;;ENST00000370205	mutation identified in 1 CMSWTA family	?Myasthenic syndrome, congenital, 15, without tubular aggregates	616227	AR	3	Alg14
1p21.3	1:94974405-95072951	ALG14, CMS15, IDDEBF, MEPCA	ALG14 UDP-N-acetylglucosaminyltransferase subunit	612866	ALG14	199857	ENSG00000172339,ENST00000370205;;;ENST00000370205	mutation identified in 1 CMSWTA family	Intellectual developmental disorder with epilepsy, behavioral abnormalities, and coarse facies	619031	AR	3	Alg14
1p21.3	1:94974405-95072951	ALG14, CMS15, IDDEBF, MEPCA	ALG14 UDP-N-acetylglucosaminyltransferase subunit	612866	ALG14	199857	ENSG00000172339,ENST00000370205;;;ENST00000370205	mutation identified in 1 CMSWTA family	Myopathy, epilepsy, and progressive cerebral atrophy	619036	AR	3	Alg14
1p21.3	1:97077743-97921059	DPYD, DPD	Dihydropyrimidine dehydrogenase	612779	DPYD	1806	ENSG00000188641,ENST00000370192;;;ENST00000370192		5-fluorouracil toxicity	274270	AR	3	Dpyd
1p21.3	1:97077743-97921059	DPYD, DPD	Dihydropyrimidine dehydrogenase	612779	DPYD	1806	ENSG00000188641,ENST00000370192;;;ENST00000370192		Dihydropyrimidine dehydrogenase deficiency	274270	AR	3	Dpyd
1p21.2	1:99849258-99924023	AGL, GDE	Amylo-1,6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme)	610860	AGL	178	ENSG00000162688,ENST00000361915;;;ENST00000361915		Glycogen storage disease IIIa	232400	AR	3	Agl
1p21.2	1:99849258-99924023	AGL, GDE	Amylo-1,6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme)	610860	AGL	178	ENSG00000162688,ENST00000361915;;;ENST00000361915		Glycogen storage disease IIIb	232400	AR	3	Agl
1p21.2	1:99969996-100035634	SLC35A3, AMRS	Solute carrier family 35 (UDP-GlcNAc transporter), member 3	605632	SLC35A3	23443	ENSG00000117620,ENST00000533028;;;ENST00000533028		Arthrogryposis, impaired intellectual development, and seizures	615553	AR	3	Slc35a3
1p21.2	1:100083570-100132930	SASS6, SAS6, MCPH14	SAS-6 centriolar assembly protein	609321	SASS6	163786	ENSG00000156876,ENST00000287482;;;ENST00000287482		Microcephaly 14, primary, autosomal recessive	616402	AR	3	Sass6
1p21.2	1:100186919-100249834	DBT, BCATE2, MSUD2	Dihydrolipoamide branched chain transacylase (E2 component of branched chain keto acid dehydrogenase complex)	248610	DBT	1629	ENSG00000137992,ENST00000370132;;;ENST00000370132	pseudogene on 3q24	Maple syrup urine disease, type II	620699	AR	3	Dbt
1p21.2	1:100345001-100520277	CDC14A, DFNB32	Cell division cycle 14A	603504	CDC14A	8556	ENSG00000079335,ENST00000336454;;;ENST00000336454		Deafness, autosomal recessive 32, with or without immotile sperm	608653	AR	3	Cdc14a
1p21.2	1:100538139-100542021	GPR88, STRG, COCPMR	G protein-coupled receptor 88	607468	GPR88	54112	ENSG00000181656,ENST00000315033;;;ENST00000315033	mutation identified in 1 COCPMR family	?Chorea, childhood-onset, with psychomotor retardation	616939	AR	3	Gpr88
1p21.2	1:100896090-100996078	SLC30A7, ZNT7, ZHS	Solute carrier family 30 (zinc transporter), member 7	611149	SLC30A7	148867	ENSG00000162695,ENST00000357650;;;ENST00000357650		Ziegler-Huang syndrome	620501	AR	3	Slc30a7
1p21.2	1:100989623-101025784	DPH5, HSPC143, NEDSFF	Diphthamide biosynthesis protein 5	611075	DPH5	51611	ENSG00000117543,ENST00000370109;;;ENST00000370109		Neurodevelopmental disorder with short stature, prominent forehead, and feeding difficulties	620070	AR	3	Dph5
1p21.1-p13.3	1:101800001-111200000	MRT4	Intellectual developmental disorder, autosomal recessive 4	611107		100009675		between D2S429 and D1S187	Intellectual developmental disorder, autosomal recessive 4	611107	AR	2	
1p21.1	1:102876473-103108522	COL11A1, STL2, DFNA37	Collagen XI, alpha-1 polypeptide	120280	COL11A1	1301	ENSG00000060718,ENST00000370096;;;ENST00000370096		{Lumbar disc herniation, susceptibility to}	603932		3	Col11a1
1p21.1	1:102876473-103108522	COL11A1, STL2, DFNA37	Collagen XI, alpha-1 polypeptide	120280	COL11A1	1301	ENSG00000060718,ENST00000370096;;;ENST00000370096		Deafness, autosomal dominant 37	618533	AD	3	Col11a1
1p21.1	1:102876473-103108522	COL11A1, STL2, DFNA37	Collagen XI, alpha-1 polypeptide	120280	COL11A1	1301	ENSG00000060718,ENST00000370096;;;ENST00000370096		Fibrochondrogenesis 1	228520	AR	3	Col11a1
1p21.1	1:102876473-103108522	COL11A1, STL2, DFNA37	Collagen XI, alpha-1 polypeptide	120280	COL11A1	1301	ENSG00000060718,ENST00000370096;;;ENST00000370096		Marshall syndrome	154780	AD	3	Col11a1
1p21.1	1:102876473-103108522	COL11A1, STL2, DFNA37	Collagen XI, alpha-1 polypeptide	120280	COL11A1	1301	ENSG00000060718,ENST00000370096;;;ENST00000370096		Stickler syndrome, type II	604841	AD	3	Col11a1
1p21.1	1:103525699-103555239	RNPC3, SNRNP65, KIAA1839, CPHD7	RNA-binding region-containing protein 3	618016	RNPC3	55599	ENSG00000185946,ENST00000423855;;;ENST00000423855		Pituitary hormone deficiency, combined or isolated, 7	618160	AR	3	Rnpc3
1p13	1:106700001-117200000	VUR1	Vesicoureteral reflux	193000		54113			Vesicoureteral reflux 1	193000	AD	2	
1p13.3	1:108134043-108200343	SLC25A24, SCAMC1	Solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24	608744	SLC25A24	29957	ENSG00000085491,ENST00000565488;;;ENST00000565488		Fontaine progeroid syndrome	612289	AD	3	Slc25a24
1p13.3	1:108876985-108934545	GPSM2, LGN, PINS, DFNB82, CMCS	G-protein signaling modulator 2	609245	GPSM2	29899	ENSG00000121957,ENST00000264126;;;ENST00000264126		Chudley-McCullough syndrome	604213	AR	3	Gpsm2
1p13.3	1:108929505-108963484	CLCC1, MCLC, RP32	Chloride channel CLIC-like 1	617539	CLCC1	23155	ENSG00000121940,ENST00000369969;;;ENST00000369969		Retinitis pigmentosa 32	609913	AR	3	Clcc1
1p13.3	1:109064140-109076003	TAF13, TAF2K, MRT60	TAF13 RNA polymerase II, TATA box-binding protein-associated factor, 18kD	600774	TAF13	6884	ENSG00000197780,ENST00000338366;;;ENST00000338366		Intellectual developmental disorder, autosomal recessive 60	617432	AR	3	Taf13
1p13.3	1:109213893-109238182	SARS1, SARS, SERS, NEDMAS	Seryl-tRNA synthetase 1	607529	SARS1	6301	ENSG00000031698,ENST00000234677;;;ENST00000234677		Neurodevelopmental disorder with microcephaly, ataxia, and seizures	617709	AR	3	Sars1
1p13.3	1:109309575-109397918	SORT1, NT3, LDLCQ6	Sortilin	602458	SORT1	6272	ENSG00000134243,ENST00000256637;;;ENST00000256637		[Low density lipoprotein cholesterol level QTL6]	613589	AD	3	Sort1
1p13.3	1:109548615-109600195	GNAI3, ARCND1	Guanine nucleotide-binding protein (G-protein), alpha-inhibiting activity polypeptide-3	139370	GNAI3	2773	ENSG00000065135,ENST00000369851;;;ENST00000369851		Auriculocondylar syndrome 1	602483	AD	3	Gnai3
1p13.3	1:109603091-109619616	GNAT2, ACHM4	Guanine nucleotide-binding protein (G-protein), alpha-transducing (transducin) activity polypeptide-2	139340	GNAT2	2780	ENSG00000134183,ENST00000679935;;;ENST00000679935		Achromatopsia 4	613856		3	Gnat2
1p13.3	1:109619837-109632055	AMPD2, SPG63, PCH9	Adenosine monophosphate deaminase-2, isoform L	102771	AMPD2	271	ENSG00000116337,ENST00000528667;;;ENST00000528667	mutation identified in 1 SPG63 family	?Spastic paraplegia 63, autosomal recessive	615686	AR	3	Ampd2
1p13.3	1:109619837-109632055	AMPD2, SPG63, PCH9	Adenosine monophosphate deaminase-2, isoform L	102771	AMPD2	271	ENSG00000116337,ENST00000528667;;;ENST00000528667	mutation identified in 1 SPG63 family	Pontocerebellar hypoplasia, type 9	615809	AR	3	Ampd2
1p13.3	1:109750080-109763923	EPS8L3, EPS8R3, HYPT5	EPS8-like protein 3	614989	EPS8L3	79574	ENSG00000198758,ENST00000361965;;;ENST00000361965	mutation identified in 1 HYPT5 family	?Hypotrichosis 5	612841	AD	3	Eps8l3
1p13.3	1:110059870-110070672	ALX3, FND1	Aristaless-like homeobox 3	606014	ALX3	257	ENSG00000156150,ENST00000647563;;;ENST00000647563		Frontonasal dysplasia 1	136760	AR	3	Alx3
1p13.3	1:110150494-110202202	SLC6A17, NTT4, MRT48	Solute carrier family 6 (neurotransmitter transporter), member 17	610299	SLC6A17	388662	ENSG00000197106,ENST00000331565;;;ENST00000331565		Intellectual developmental disorder, autosomal recessive 48	616269	AR	3	Slc6a17
1p13.3	1:110593580-110631440	KCNA2, DEE32	Potassium channel, voltage-gated, Shaker-related subfamily, member 2	176262	KCNA2	3737	ENSG00000177301,ENST00000316361;;;ENST00000316361		Developmental and epileptic encephalopathy 32	616366	AD	3	Kcna2
